GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,AT5AA,AT5AB,AL8AA,AL8AB,AL8AC,AL8AD,AL8AE,AL8AF,AL8AG,AL8AH,AJ6AA,AJ6AB,AJ6AC,AJ6AD,AJ6AE,AJ6AF,AJ6AG,AJ6AH,AJ6AI,AJ6AJ,AJ6AK,AJ6AL,AJ6AM,AJ6AN,AJ6AO,AJ6AP,AJ6AQ,AJ6AR,AJ6AS,AJ6AT,AJ6AU,AJ6AV,AJ6AW,AJ6AX,AJ6AY,AJ6AZ,AJ6BA,AJ6BB,AJ6BC,AJ6BD,AT5AAM,AT5ABM,AL8AAM,AL8ABM,AL8ACM,AL8ADM,AL8AEM,AL8AFM,AL8AGM,AJ6AAM,AJ6ABM,AJ6ACM,AJ6ADM,AJ6AEM,AJ6AFM,AJ6AGM,AJ6AHM,AJ6AIM,AJ6AJM,AJ6AKM,AJ6ALM,AJ6AMM,AJ6ANM,AJ6AOM,AJ6APM,AJ6AQM,AJ6ARM,AJ6ASM,AJ6ATM,AJ6AUM,AJ6AVM,AJ6AWM,AJ6AXM,AJ6AYM,AJ6AZM,AJ6BAM,AJ6BBM,AJ6BCM
"G0201000","1970","Alaska","02","Haines","100","Haines",1352,109,801,570,57,171,38,304,14,52,0,0,0,30,56,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201100","1970","Alaska","02","Juneau","110","Juneau",13201,398,4997,7430,685,1972,1132,3641,200,498,0,20,58,14,19,16,0,32,0,0,7,7,0,0,0,0,0,0,23,12,12,0,74,0,0,0,0,95,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201200","1970","Alaska","02","Kenai-Cook Inlet","120","Kenai-Cook Inlet",13916,334,2857,9881,654,2385,2626,4216,179,1012,6,0,16,9,27,0,15,15,0,0,0,0,0,0,0,0,10,0,8,8,14,7,44,0,0,0,0,111,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201300","1970","Alaska","02","Ketchikan Gateway","130","Ketchikan",9667,374,3750,5372,382,1275,704,3011,92,479,0,0,105,12,5,0,0,17,6,0,0,0,0,0,0,0,0,0,17,8,0,11,47,0,6,0,0,126,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201400","1970","Alaska","02","Kobuk","140","Kobuk",4427,7,3970,404,45,124,95,140,7,43,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201500","1970","Alaska","02","Kodiak Island","150","Kodiak",9151,258,2862,5780,668,1397,1332,2383,130,290,7,0,28,8,16,0,0,55,9,0,0,0,0,0,7,0,0,0,15,0,9,6,59,0,8,0,0,14,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201600","1970","Alaska","02","Kuskokwim","160","Kuskokwim",2259,16,1618,466,63,124,142,137,16,149,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201700","1970","Alaska","02","Matanuska-Susitna","170","Matanuska-Susitna",6416,124,1892,4008,411,1528,692,1377,6,540,15,0,0,14,14,0,0,16,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,8,5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201800","1970","Alaska","02","Nome","180","Nome",5680,69,4599,828,156,268,123,281,17,251,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,29,0,0,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0201900","1970","Alaska","02","Outer Ketchikan","190","Outer Ketchikan",1745,26,926,715,60,154,106,395,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202000","1970","Alaska","02","Prince Of Wales","200","Prince Of Wales",2006,5,675,1192,32,157,120,883,15,99,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202100","1970","Alaska","02","Seward","210","Seward",1958,63,631,1216,87,317,199,613,6,101,0,0,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202200","1970","Alaska","02","Sitka","220","Sitka",6083,341,2323,3435,228,734,401,2072,30,314,8,6,40,8,6,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,16,93,34,0,4,0,0,64,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202300","1970","Alaska","02","Skagway-Yakutat","230","Skagway-Yakutat",1960,77,980,777,115,143,94,425,9,153,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202400","1970","Alaska","02","Southeast-Fairbanks","240","Southeast Fairbanks",4180,119,991,2605,357,755,741,752,111,510,7,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,24,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202500","1970","Alaska","02","Upper Yukon","250","Upper Yukon",1596,12,1099,428,41,147,123,117,36,82,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202600","1970","Alaska","02","Valdez-Chitina-Whittier","260","Valdez-Chitina-Whittier",3081,93,1280,1556,239,414,276,627,24,185,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,0,0,40,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202700","1970","Alaska","02","Wade Hampton","270","Wade Hampton",3917,0,3563,182,59,40,48,35,18,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202800","1970","Alaska","02","Wrangell-Petersburg","280","Wrangell-Petersburg",4695,218,2089,2341,61,505,255,1520,70,211,0,0,100,14,15,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,15,6,0,0,0,0,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0202900","1970","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk",4696,56,2481,2018,364,585,554,515,30,156,0,0,5,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400010","1970","Arizona","04","Apache","001","Apache",32242,56,25241,5399,221,794,1262,3122,105,1512,0,0,0,0,6,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400030","1970","Arizona","04","Cochise","003","Cochise",56656,5254,21807,29549,3674,8890,10953,6032,2224,2827,32,18,15,19,89,45,48,359,0,34,6,51,31,13,9,6,28,0,43,0,18,95,188,0,5,7,3767,160,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400050","1970","Arizona","04","Coconino","005","Coconino",47444,882,23573,21259,1935,6321,5007,7996,378,2239,7,0,0,22,64,27,0,52,0,0,0,7,0,14,7,0,7,0,55,0,0,10,36,0,7,0,451,100,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400070","1970","Arizona","04","Gila","007","Gila",28434,821,16945,9881,759,2702,3520,2900,224,1378,0,0,0,42,89,7,5,9,0,0,8,34,0,0,19,0,0,0,71,0,0,6,24,0,0,0,418,64,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400090","1970","Arizona","04","Graham","009","Graham",16175,403,9723,5631,194,1133,2149,2155,168,678,10,0,0,0,12,0,0,29,6,0,0,0,0,0,6,0,0,0,12,0,0,0,7,0,0,0,274,23,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400110","1970","Arizona","04","Greenlee","011","Greenlee",9965,365,6053,3438,86,517,1558,1277,117,370,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,50,0,0,0,28,0,0,0,234,12,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400130","1970","Arizona","04","Maricopa","013","Maricopa",931041,36474,288028,568437,80957,258582,128618,100280,10004,64326,311,315,340,655,2896,754,605,2965,492,242,385,1637,12,458,694,316,1249,213,1275,1134,696,349,1433,138,173,86,8766,5230,698,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400150","1970","Arizona","04","Mohave","015","Mohave",25268,589,5717,18264,1100,6980,3978,6206,147,1147,36,0,17,14,53,39,7,44,0,0,0,14,0,6,7,0,0,0,15,9,0,7,44,0,14,0,84,149,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400170","1970","Arizona","04","Navajo","017","Navajo",47282,433,31865,11962,674,3178,3596,4514,405,3037,0,0,0,0,39,0,0,12,15,0,5,28,0,0,0,0,6,0,8,7,28,0,37,0,0,0,200,32,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400190","1970","Arizona","04","Pima","019","Pima",331367,20300,112173,199491,35772,83806,46845,33068,5907,13691,81,306,131,158,1351,310,194,1243,168,94,217,742,0,184,144,100,440,97,536,484,433,183,595,95,87,107,8897,2056,376,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400210","1970","Arizona","04","Pinal","021","Pinal",65464,2452,32886,29729,1889,8662,12613,6565,532,2362,8,35,0,27,75,27,8,83,12,8,14,6,0,0,0,0,21,0,60,12,38,0,38,6,9,0,1657,189,19,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400230","1970","Arizona","04","Santa Cruz","023","Santa Cruz",10645,3321,6164,2867,445,969,693,760,959,463,0,0,0,12,10,0,5,9,5,0,0,5,0,0,0,0,6,0,10,0,0,0,5,0,0,6,2980,5,6,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400250","1970","Arizona","04","Yavapai","025","Yavapai",35534,1199,12158,21049,2154,8467,5322,5106,312,2020,17,8,20,21,76,31,6,128,23,0,0,82,7,22,19,15,26,0,15,13,0,0,0,7,8,6,480,142,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0400270","1970","Arizona","04","Yuma","027","Yuma",56806,4021,20051,33471,2857,10058,11399,9157,863,2291,8,9,7,12,55,21,16,169,6,0,0,14,0,24,13,0,13,0,45,0,34,53,64,7,0,55,3080,123,39,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500010","1970","Arkansas","05","Arkansas","001","Arkansas",23268,79,19459,3279,78,1142,1687,372,41,482,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,28,0,0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500030","1970","Arkansas","05","Ashley","003","Ashley",24943,33,19794,4379,77,588,3388,326,19,744,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500050","1970","Arkansas","05","Baxter","005","Baxter",15083,236,7691,5877,188,4184,1027,478,65,1461,14,7,8,7,14,20,0,50,8,0,0,0,0,7,14,7,28,0,7,14,0,0,0,0,0,0,0,24,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500070","1970","Arkansas","05","Benton","007","Benton",50224,252,25497,22465,667,9772,8844,3182,175,2039,7,0,0,7,9,0,7,48,0,6,0,7,0,0,0,0,24,0,7,0,0,8,26,0,7,7,8,28,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500090","1970","Arkansas","05","Boone","009","Boone",19012,61,13204,5242,167,2673,1505,897,62,492,0,0,20,0,0,6,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500110","1970","Arkansas","05","Bradley","011","Bradley",12741,37,11594,956,25,194,647,90,5,181,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500130","1970","Arkansas","05","Calhoun","013","Calhoun",5573,0,5026,386,10,80,215,81,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500150","1970","Arkansas","05","Carroll","015","Carroll",12144,157,7625,4092,127,2048,1322,595,31,392,6,7,0,16,7,0,0,63,0,8,0,0,0,6,0,0,0,0,0,0,0,6,16,0,0,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500170","1970","Arkansas","05","Chicot","017","Chicot",18043,121,13300,4211,55,454,3590,112,22,523,0,0,0,0,0,18,0,0,0,0,0,22,0,12,0,0,0,8,0,5,50,0,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500190","1970","Arkansas","05","Clark","019","Clark",21506,31,17127,3650,105,831,2129,585,87,639,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500210","1970","Arkansas","05","Clay","021","Clay",18758,13,13438,4624,25,3377,961,261,31,665,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500230","1970","Arkansas","05","Cleburne","023","Cleburne",10336,13,7802,2049,34,892,890,233,41,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500250","1970","Arkansas","05","Cleveland","025","Cleveland",6605,0,5801,385,0,52,277,56,4,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500270","1970","Arkansas","05","Columbia","027","Columbia",25890,62,20950,4367,159,426,3527,255,35,544,0,0,0,6,14,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500290","1970","Arkansas","05","Conway","029","Conway",16761,44,14075,2191,46,659,1048,438,16,456,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500310","1970","Arkansas","05","Craighead","031","Craighead",51981,87,38419,11392,314,4773,5520,785,145,1978,0,0,0,6,0,0,6,19,0,7,0,7,0,0,0,0,5,0,0,0,0,0,18,0,0,0,12,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500330","1970","Arkansas","05","Crawford","033","Crawford",25624,53,18392,6312,231,1726,3235,1120,107,813,0,0,0,7,0,0,6,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500350","1970","Arkansas","05","Crittenden","035","Crittenden",48024,82,30071,15463,196,2345,12563,359,99,2362,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,6,4,0,41,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500370","1970","Arkansas","05","Cross","037","Cross",19723,5,15072,3841,98,985,2591,167,6,848,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500390","1970","Arkansas","05","Dallas","039","Dallas",10010,12,8925,790,10,170,517,93,17,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500410","1970","Arkansas","05","Desha","041","Desha",18702,59,15664,2176,31,307,1763,75,0,854,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500430","1970","Arkansas","05","Drew","043","Drew",15125,32,12651,2002,59,434,1309,200,42,440,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500450","1970","Arkansas","05","Faulkner","045","Faulkner",31479,93,25027,4842,163,1474,2498,707,119,1446,0,0,0,0,7,0,0,12,0,14,0,7,0,7,0,0,5,0,0,0,0,8,7,0,0,0,0,11,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500470","1970","Arkansas","05","Franklin","047","Franklin",11246,55,8652,2173,56,470,1193,454,41,377,7,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,11,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500490","1970","Arkansas","05","Fulton","049","Fulton",7699,0,5165,2166,57,1405,449,255,5,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500510","1970","Arkansas","05","Garland","051","Garland",53106,1025,34346,15421,1163,5865,6950,1443,205,3092,21,22,8,29,62,21,7,201,9,7,96,28,0,69,57,95,59,26,53,42,0,6,21,0,0,0,9,57,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500530","1970","Arkansas","05","Grant","053","Grant",9685,26,8201,1325,53,262,750,260,27,136,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500550","1970","Arkansas","05","Greene","055","Greene",24721,44,19120,4907,54,2930,1587,336,41,657,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500570","1970","Arkansas","05","Hempstead","057","Hempstead",19285,23,15269,3275,55,544,2359,317,20,720,0,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500590","1970","Arkansas","05","Hot Spring","059","Hot Spring",21901,62,18069,3097,79,873,1618,527,23,683,8,0,0,0,5,0,6,20,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500610","1970","Arkansas","05","Howard","061","Howard",11371,41,9728,1372,13,175,1051,133,19,261,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500630","1970","Arkansas","05","Independence","063","Independence",22690,33,18091,3652,169,1634,1392,457,111,835,0,0,5,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500650","1970","Arkansas","05","Izard","065","Izard",7349,32,5805,1294,36,530,456,272,5,243,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500670","1970","Arkansas","05","Jackson","067","Jackson",20433,19,17426,2147,59,948,915,225,38,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500690","1970","Arkansas","05","Jefferson","069","Jefferson",84953,376,66563,13891,404,3009,9514,964,189,4277,0,16,7,0,29,0,0,43,0,3,32,95,0,9,0,0,0,0,7,0,31,10,67,0,0,0,6,13,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500710","1970","Arkansas","05","Johnson","071","Johnson",13561,69,9771,3078,152,1114,1126,686,27,682,0,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500730","1970","Arkansas","05","Lafayette","073","Lafayette",10014,4,8115,1617,17,103,1400,97,24,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500750","1970","Arkansas","05","Lawrence","075","Lawrence",16307,13,13509,2401,29,1434,785,153,11,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500770","1970","Arkansas","05","Lee","077","Lee",18884,0,15428,2452,55,286,2045,66,37,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500790","1970","Arkansas","05","Lincoln","079","Lincoln",12902,11,11162,1463,27,197,1101,138,7,272,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500810","1970","Arkansas","05","Little River","081","Little River",11158,36,8409,2257,19,217,1807,214,31,461,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500830","1970","Arkansas","05","Logan","083","Logan",16727,62,12916,3376,87,887,1744,658,41,413,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500850","1970","Arkansas","05","Lonoke","085","Lonoke",26202,47,21471,3696,93,1117,1876,610,77,947,0,0,5,0,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500870","1970","Arkansas","05","Madison","087","Madison",9432,21,6777,2325,71,631,1095,528,54,275,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500890","1970","Arkansas","05","Marion","089","Marion",6961,39,4389,2372,117,1321,633,301,19,161,0,7,0,0,4,0,0,6,9,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500910","1970","Arkansas","05","Miller","091","Miller",33236,149,21464,10501,176,1047,8635,643,76,1197,0,22,0,6,28,0,7,11,7,0,12,19,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500930","1970","Arkansas","05","Mississippi","093","Mississippi",61832,228,37005,21904,818,5737,14210,1139,415,2452,0,0,0,0,32,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,6,21,62,7,6,0,15,35,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500950","1970","Arkansas","05","Monroe","095","Monroe",15584,73,13115,1835,50,393,1245,147,25,616,0,0,0,0,0,0,0,10,0,7,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,13,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500970","1970","Arkansas","05","Montgomery","097","Montgomery",5792,29,4190,1310,56,281,671,302,19,280,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500990","1970","Arkansas","05","Nevada","099","Nevada",10104,7,8472,1197,8,238,788,163,9,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501010","1970","Arkansas","05","Newton","101","Newton",5844,0,4617,1139,16,528,369,226,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501030","1970","Arkansas","05","Ouachita","103","Ouachita",30843,53,25348,4334,175,585,3140,434,84,1074,0,0,0,0,0,6,8,7,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0501050","1970","Arkansas","05","Perry","105","Perry",5628,6,4515,860,41,194,436,189,0,250,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
